"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
"706","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","#00353","","","Shuppet","","Insomnia Frisk Cursed Body","44","75","35","63","33",45
"708","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","#00354","","","Banette","","Insomnia Frisk Cursed Body","64","115","65","83","63",65
"710","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","#00355","","","Duskull","","Levitate Frisk","20","40","90","30","90",25
"712","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","#00356","","","Dusclops","","Pressure Frisk","40","70","130","60","130",25
"714","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","#00357","","","Tropius","","Chlorophyll Solar Power Harvest","99","68","83","72","87",51
"716","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","#00358","","","Chimecho","","Levitate","75","50","80","95","90",65
"718","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","#00359","","","Absol","","Pressure Super Luck Justified","65","130","60","75","60",75
"720","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","#00360","","","Wynaut","","Shadow Tag Telepathy","95","23","48","23","48",23
"722","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","#00361","","","Snorunt","","Inner Focus Ice Body Moody","50","50","50","50","50",50
"724","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","#00362","","","Glalie","","Inner Focus Ice Body Moody","80","80","80","80","80",80
"726","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","#00363","","","Spheal","","Thick Fat Ice Body Oblivious","70","40","50","55","50",25
"728","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","#00364","","","Sealeo","","Thick Fat Ice Body Oblivious","90","60","70","75","70",45
"730","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","#00365","","","Walrein","","Thick Fat Ice Body Oblivious","110","80","90","95","90",65
"732","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","#00366","","","Clamperl","","Shell Armor Rattled","35","64","85","74","55",32
"734","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","#00367","","","Huntail","","Swift Swim Water Veil","55","104","105","94","75",52
"736","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","#00368","","","Gorebyss","","Swift Swim Hydration","55","84","105","114","75",52
"738","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","#00369","","","Relicanth","","Swift Swim Rock Head Sturdy","100","90","130","45","65",55
"740","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","#00370","","","Luvdisc","","Swift Swim Hydration","43","30","55","40","65",97
"742","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","#00371","","","Bagon","","Rock Head Sheer Force","45","75","60","40","30",50
"744","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","#00372","","","Shelgon","","Rock Head Overcoat","65","95","100","60","50",50
"746","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","#00373","","","Salamence","","Intimidate Moxie","95","135","80","110","80",100
"748","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","#00374","","","Beldum","","Clear Body Light Metal","40","55","80","35","60",30
"750","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","#00375","","","Metang","","Clear Body Light Metal","60","75","100","55","80",50
"752","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","#00376","","","Metagross","","Clear Body Light Metal","80","135","130","95","90",70
"754","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","#00377","","","Regirock","","Clear Body Sturdy","80","100","200","50","100",50
"756","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","#00378","","","Regice","","Clear Body Ice Body","80","50","100","100","200",50
"758","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","#00379","","","Registeel","","Clear Body Light Metal","80","75","150","75","150",50
"760","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","#00380","","","Latias","","Levitate","80","80","90","110","130",110
"762","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","#00381","","","Latios","","Levitate","80","90","80","130","110",110
"764","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","#00382","","","Kyogre","","Drizzle","100","100","90","150","140",90
"766","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","#00383","","","Groudon","","Drought","100","150","140","100","90",90
"768","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","#00384","","","Rayquaza","","Air Lock","105","150","90","150","90",95
"770","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","#00385","","","Jirachi","","Serene Grace","100","100","100","100","100",100
"772","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","#00386","","","Deoxys","","Pressure","50","150","50","150","50",150
"774","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","#00387","","","Turtwig","","Overgrow Shell Armor","55","68","64","45","55",31
"776","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","#00388","","","Grotle","","Overgrow Shell Armor","75","89","85","55","65",36
"778","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","#00389","","","Torterra","","Overgrow Shell Armor","95","109","105","75","85",56
"780","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","#00390","","","Chimchar","","Blaze Iron Fist","44","58","44","58","44",61
"782","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","#00391","","","Monferno","","Blaze Iron Fist","64","78","52","78","52",81
"784","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","#00392","","","Infernape","","Blaze Iron Fist","76","104","71","104","71",108
"786","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","#00393","","","Piplup","","Torrent Defiant","53","51","53","61","56",40
"788","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","#00394","","","Prinplup","","Torrent Defiant","64","66","68","81","76",50
"790","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","#00395","","","Empoleon","","Torrent Defiant","84","86","88","111","101",60
"792","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","#00396","","","Starly","","Keen Eye Reckless","40","55","30","30","30",60
"794","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","#00397","","","Staravia","","Intimidate Reckless","55","75","50","40","40",80
"796","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","#00398","","","Staraptor","","Intimidate Reckless","85","120","70","50","60",100
"798","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","#00399","","","Bidoof","","Simple Unaware Moody","59","45","40","35","40",31
"800","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","#00400","","","Bibarel","","Simple Unaware Moody","79","85","60","55","60",71
"802","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","#00401","","","Kricketot","","Shed Skin Run Away","37","25","41","25","41",25
"804","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","#00402","","","Kricketune","","Swarm Technician","77","85","51","55","51",65
"806","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","#00403","","","Shinx","","Rivalry Intimidate Guts","45","65","34","40","34",45
"808","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","#00404","","","Luxio","","Rivalry Intimidate Guts","60","85","49","60","49",60
"810","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","#00405","","","Luxray","","Rivalry Intimidate Guts","80","120","79","95","79",70
"812","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","#00406","","","Budew","","Natural Cure Poison Point Leaf Guard","40","30","35","50","70",55
"814","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","#00407","","","Roserade","","Natural Cure Poison Point Technician","60","70","65","125","105",90
"816","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","#00408","","","Cranidos","","Mold Breaker Sheer Force","67","125","40","30","30",58
"818","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","#00409","","","Rampardos","","Mold Breaker Sheer Force","97","165","60","65","50",58
"820","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","#00410","","","Shieldon","","Sturdy Soundproof","30","42","118","42","88",30
"822","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","#00411","","","Bastiodon","","Sturdy Soundproof","60","52","168","47","138",30
"824","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","#00412","","","Burmy","","Shed Skin Overcoat","40","29","45","29","45",36
"826","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","#00413","","","Wormadam","","Anticipation Overcoat","60","59","85","79","105",36
"828","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","#00414","","","Mothim","","Swarm Tinted Lens","70","94","50","94","50",66
"830","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","#00415","","","Combee","","Honey Gather Hustle","30","30","42","30","42",70
"832","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","#00416","","","Vespiquen","","Pressure Unnerve","70","80","102","80","102",40
"834","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","#00417","","","Pachirisu","","Run Away Pickup Volt Absorb","60","45","70","45","90",95
"836","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","#00418","","","Buizel","","Swift Swim Water Veil","55","65","35","60","30",85
"838","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","#00419","","","Floatzel","","Swift Swim Water Veil","85","105","55","85","50",115
"840","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","#00420","","","Cherubi","","Chlorophyll","45","35","45","62","53",35
"842","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","#00421","","","Cherrim","","Flower Gift","70","60","70","87","78",85
"844","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","#00422","","","Shellos","","Sticky Hold Storm Drain Sand Force","76","48","48","57","62",34
"846","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","#00423","","","Gastrodon","","Sticky Hold Storm Drain Sand Force","111","83","68","92","82",39
"848","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","#00424","","","Ambipom","","Technician Pickup Skill Link","75","100","66","60","66",115
"850","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","#00425","","","Drifloon","","Aftermath Unburden Flare Boost","90","50","34","60","44",70
"852","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","#00426","","","Drifblim","","Aftermath Unburden Flare Boost","150","80","44","90","54",80
"854","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","#00427","","","Buneary","","Run Away Klutz Limber","55","66","44","44","56",85
"856","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","#00428","","","Lopunny","","Cute Charm Klutz Limber","65","76","84","54","96",105
"858","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","#00429","","","Mismagius","","Levitate","60","60","60","105","105",105
"860","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","#00430","","","Honchkrow","","Insomnia Super Luck Moxie","100","125","52","105","52",71
"862","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","#00431","","","Glameow","","Limber Own Tempo Keen Eye","49","55","42","42","37",85
"864","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","#00432","","","Purugly","","Thick Fat Own Tempo Defiant","71","82","64","64","59",112
"866","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","#00433","","","Chingling","","Levitate","45","30","50","65","50",45
"868","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","#00434","","","Stunky","","Stench Aftermath Keen Eye","63","63","47","41","41",74
"870","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","#00435","","","Skuntank","","Stench Aftermath Keen Eye","103","93","67","71","61",84
"872","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","#00436","","","Bronzor","","Levitate Heatproof Heavy Metal","57","24","86","24","86",23
"874","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","#00437","","","Bronzong","","Levitate Heatproof Heavy Metal","67","89","116","79","116",33
"876","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","#00438","","","Bonsly","","Sturdy Rock Head Rattled","50","80","95","10","45",10
"878","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","#00439","","","Mime Jr.","","Soundproof Filter Technician","20","25","45","70","90",60
"880","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","#00440","","","Happiny","","Natural Cure Serene Grace Friend Guard","100","5","5","15","65",30
"882","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","#00441","","","Chatot","","Keen Eye Tangled Feet Big Pecks","76","65","45","92","42",91
"884","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","#00442","","","Spiritomb","","Pressure Infiltrator","50","92","108","92","108",35
"886","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","#00443","","","Gible","","Sand Veil Rough Skin","58","70","45","40","45",42
"888","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","#00444","","","Gabite","","Sand Veil Rough Skin","68","90","65","50","55",82
"890","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","#00445","","","Garchomp","","Sand Veil Rough Skin","108","130","95","80","85",102
"892","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","#00446","","","Munchlax","","Pickup Thick Fat Gluttony","135","85","40","40","85",5
"894","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","#00447","","","Riolu","","Steadfast Inner Focus Prankster","40","70","40","35","40",60
"896","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","#00448","","","Lucario","","Steadfast Inner Focus Justified","70","110","70","115","70",90
"898","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","#00449","","","Hippopotas","","Sand Stream Sand Force","68","72","78","38","42",32
"900","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","#00450","","","Hippowdon","","Sand Stream Sand Force","108","112","118","68","72",47
"902","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","#00451","","","Skorupi","","Battle Armor Sniper Keen Eye","40","50","90","30","55",65
"904","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","#00452","","","Drapion","","Battle Armor Sniper Keen Eye","70","90","110","60","75",95
"906","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","#00453","","","Croagunk","","Anticipation Dry Skin Poison Touch","48","61","40","61","40",50
"908","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","#00454","","","Toxicroak","","Anticipation Dry Skin Poison Touch","83","106","65","86","65",85
"910","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","#00455","","","Carnivine","","Levitate","74","100","72","90","72",46
"912","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","#00456","","","Finneon","","Swift Swim Storm Drain Water Veil","49","49","56","49","61",66
"914","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","#00457","","","Lumineon","","Swift Swim Storm Drain Water Veil","69","69","76","69","86",91
"916","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","#00458","","","Mantyke","","Swift Swim Water Absorb Water Veil","45","20","50","60","120",50
"918","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","#00459","","","Snover","","Snow Warning Soundproof","60","62","50","62","60",40
"920","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","#00460","","","Abomasnow","","Snow Warning Soundproof","90","92","75","92","85",60
"922","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","#00461","","","Weavile","","Pressure Pickpocket","70","120","65","45","85",125
"924","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","#00462","","","Magnezone","","Magnet Pull Sturdy Analytic","70","70","115","130","90",60
"926","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","#00463","","","Lickilicky","","Own Tempo Oblivious Cloud Nine","110","85","95","80","95",50
"928","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","#00464","","","Rhyperior","","Lightning Rod Solid Rock Reckless","115","140","130","55","55",40
"930","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","#00465","","","Tangrowth","","Chlorophyll Leaf Guard Regenerator","100","100","125","110","50",50
"932","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","#00466","","","Electivire","","Motor Drive Vital Spirit","75","123","67","95","85",95
"934","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","#00467","","","Magmortar","","Flame Body Vital Spirit","75","95","67","125","95",83
"936","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","#00468","","","Togekiss","","Hustle Serene Grace Super Luck","85","50","95","120","115",80
"938","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","#00469","","","Yanmega","","Speed Boost Tinted Lens Frisk","86","76","86","116","56",95
"940","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","#00470","","","Leafeon","","Leaf Guard Chlorophyll","65","110","130","60","65",95
"942","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","#00471","","","Glaceon","","Snow Cloak Ice Body","65","60","110","130","95",65
"944","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","#00472","","","Gliscor","","Hyper Cutter Sand Veil Poison Heal","75","95","125","45","75",95
"946","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","#00473","","","Mamoswine","","Oblivious Snow Cloak Thick Fat","110","130","80","70","60",80
"948","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","#00474","","","Porygon-Z","","Adaptability Download Analytic","85","80","70","135","75",90
"950","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","#00475","","","Gallade","","Steadfast Justified","68","125","65","65","115",80
"952","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","#00476","","","Probopass","","Sturdy Magnet Pull Sand Force","60","55","145","75","150",40
"954","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","#00477","","","Dusknoir","","Pressure Frisk","45","100","135","65","135",45
"956","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","#00478","","","Froslass","","Snow Cloak Cursed Body","70","80","70","80","70",110
"958","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","#00479","","","Rotom","","Levitate","50","50","77","95","77",91
"960","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","#00480","","","Uxie","","Levitate","75","75","130","75","130",95
"962","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","#00481","","","Mesprit","","Levitate","80","105","105","105","105",80
"964","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","#00482","","","Azelf","","Levitate","75","125","70","125","70",115
"966","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","#00483","","","Dialga","","Pressure Telepathy","100","120","120","150","100",90
"968","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","#00484","","","Palkia","","Pressure Telepathy","90","120","100","150","120",100
"970","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","#00485","","","Heatran","","Flash Fire Flame Body","91","90","106","130","106",77
"972","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","#00486","","","Regigigas","","Slow Start","110","160","110","80","110",100
"974","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","#00487","","","Giratina","","Pressure Telepathy","150","100","120","100","120",90
"976","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","#00488","","","Cresselia","","Levitate","120","70","110","75","120",85
"978","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","#00489","","","Phione","","Hydration","80","80","80","80","80",80
"980","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","#00490","","","Manaphy","","Hydration","100","100","100","100","100",100
"982","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","#00491","","","Darkrai","","Bad Dreams","70","90","90","135","90",125
"984","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","#00492","","","Shaymin","","Natural Cure","100","100","100","100","100",100
"986","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","#00493","","","Arceus","","Multitype","120","120","120","120","120",120
"988","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","#00494","","","Victini","","Victory Star","100","100","100","100","100",100
"990","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","#00495","","","Snivy","","Overgrow Contrary","45","45","55","45","55",63
"992","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","#00496","","","Servine","","Overgrow Contrary","60","60","75","60","75",83
"994","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","#00497","","","Serperior","","Overgrow Contrary","75","75","95","75","95",113
"996","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","#00498","","","Tepig","","Blaze Thick Fat","65","63","45","45","45",45
"998","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","#00499","","","Pignite","","Blaze Thick Fat","90","93","55","70","55",55
"1000","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1001","#00500","","","Emboar","","Blaze Reckless","110","123","65","100","65",65
"1002","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1003","#00501","","","Oshawott","","Torrent Shell Armor","55","55","45","63","45",45
"1004","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1005","#00502","","","Dewott","","Torrent Shell Armor","75","75","60","83","60",60
"1006","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","#00503","","","Samurott","","Torrent Shell Armor","95","100","85","108","70",70
"1008","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","#00504","","","Patrat","","Run Away Keen Eye Analytic","45","55","39","35","39",42
"1010","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011","#00505","","","Watchog","","Illuminate Keen Eye Analytic","60","85","69","60","69",77
"1012","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1013","#00506","","","Lillipup","","Vital Spirit Pickup Run Away","45","60","45","25","45",55
"1014","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","#00507","","","Herdier","","Intimidate Sand Rush Scrappy","65","80","65","35","65",60
"1016","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","#00508","","","Stoutland","","Intimidate Sand Rush Scrappy","85","110","90","45","90",80
"1018","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019","#00509","","","Purrloin","","Limber Unburden Prankster","41","50","37","50","37",66
"1020","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021","#00510","","","Liepard","","Limber Unburden Prankster","64","88","50","88","50",106
"1022","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","#00511","","","Pansage","","Gluttony Overgrow","50","53","48","53","48",64
"1024","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1025","#00512","","","Simisage","","Gluttony Overgrow","75","98","63","98","63",101
"1026","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027","#00513","","","Pansear","","Gluttony Blaze","50","53","48","53","48",64
"1028","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029","#00514","","","Simisear","","Gluttony Blaze","75","98","63","98","63",101
"1030","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031","#00515","","","Panpour","","Gluttony Torrent","50","53","48","53","48",64
"1032","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033","#00516","","","Simipour","","Gluttony Torrent","75","98","63","98","63",101
"1034","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035","#00517","","","Munna","","Forewarn Synchronize Telepathy","76","25","45","67","55",24
"1036","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037","#00518","","","Musharna","","Forewarn Synchronize Telepathy","116","55","85","107","95",29
"1038","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039","#00519","","","Pidove","","Big Pecks Super Luck Rivalry","50","55","50","36","30",43
"1040","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041","#00520","","","Tranquill","","Big Pecks Super Luck Rivalry","62","77","62","50","42",65
"1042","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043","#00521","","","Unfezant","","Big Pecks Super Luck Rivalry","80","115","80","65","55",93
"1044","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","#00522","","","Blitzle","","Lightning Rod Motor Drive Sap Sipper","45","60","32","50","32",76
"1046","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047","#00523","","","Zebstrika","","Lightning Rod Motor Drive Sap Sipper","75","100","63","80","63",116
"1048","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049","#00524","","","Roggenrola","","Sturdy Weak Armor Sand Force","55","75","85","25","25",15
"1050","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051","#00525","","","Boldore","","Sturdy Weak Armor Sand Force","70","105","105","50","40",20
"1052","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","#00526","","","Gigalith","","Sturdy Sand Stream Sand Force","85","135","130","60","80",25
"1054","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055","#00527","","","Woobat","","Unaware Klutz Simple","65","45","43","55","43",72
"1056","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","#00528","","","Swoobat","","Unaware Klutz Simple","67","57","55","77","55",114
"1058","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059","#00529","","","Drilbur","","Sand Rush Sand Force Mold Breaker","60","85","40","30","45",68
"1060","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1061","#00530","","","Excadrill","","Sand Rush Sand Force Mold Breaker","110","135","60","50","65",88
"1062","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1063","#00531","","","Audino","","Healer Regenerator Klutz","103","60","86","60","86",50
"1064","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1065","#00532","","","Timburr","","Guts Sheer Force Iron Fist","75","80","55","25","35",35
